observableId	preequilibrationConditionId	simulationConditionId	measurment	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
GLCrun1			4.930401299	0	NaN			
GLCrun1			4.412567375	15	NaN			
GLCrun1			2.893452966	30	NaN			
GLCrun1			1.569701464	45	NaN			
GLCrun1			0.533842199	60	NaN			
GLCrun1			0.031723804	90	NaN			
GLCrun2			4.927311277	0	NaN			
GLCrun2			4.318529949	15	NaN			
GLCrun2			2.449086969	30	NaN			
GLCrun2			0.610369675	45	NaN			
GLCrun2			0.261454463	60	NaN			
GLCrun2			0.005459735	90	NaN			
LACrun1			0.072942941	0	NaN			
LACrun1			1.04379845	15	NaN			
LACrun1			3.840762164	30	NaN			
LACrun1			6.225456953	45	NaN			
LACrun1			8.070619783	60	NaN			
LACrun1			9.402434334	90	NaN			
LACrun2			0.044953701	0	NaN			
LACrun2			1.277920531	15	NaN			
LACrun2			4.68055365	30	NaN			
LACrun2			8.059243774	45	NaN			
LACrun2			8.571058634	60	NaN			
LACrun2			8.92556851	90	NaN			
PYRrun1			0	0	NaN			
PYRrun1			0.04235494	15	NaN			
PYRrun1			0.142072724	30	NaN			
PYRrun1			0.259365508	45	NaN			
PYRrun1			0.303226113	60	NaN			
PYRrun1			0.440573386	90	NaN			
PYRrun2			0	0	NaN			
PYRrun2			0.028842976	15	NaN			
PYRrun2			0.188694388	30	NaN			
PYRrun2			0.35110081	45	NaN			
PYRrun2			0.412265436	60	NaN			
PYRrun2			0.434346018	90	NaN			
GLYrun1			0	0	NaN			
GLYrun1			0.04235494	15	NaN			
GLYrun1			0.176591898	30	NaN			
GLYrun1			0.31623205	45	NaN			
GLYrun1			0.504293169	60	NaN			
GLYrun1			0.409806467	90	NaN			
GLYrun2			0	0	NaN			
GLYrun2			0.028842976	15	NaN			
GLYrun2			0.194236988	30	NaN			
GLYrun2			0.265909919	45	NaN			
GLYrun2			0.412265436	60	NaN			
GLYrun2			0.494515966	90	NaN			
